Getting Data...
netR,daysToBreakout,exitParam
5.26065641302198,29,8
4.762668736756782,29,9
2.298189015407955,29,10
12.070489225644081,29,11
11.35035009811153,29,12
18.644372975624485,29,13
17.45349176157378,29,14
19.21023954149472,29,15
21.50235271902537,29,16
20.444533672572756,29,17
19.384506899053218,29,18
17.49635514025185,29,19
17.391296405943294,29,20
3.5473463085758232,29,21
2.119579804227984,29,22
2.2110664732602587,29,23
1.0419075169307104,29,24
0.2463667371100446,29,25
-0.9165793988092719,29,26
-0.8627825932706752,29,27
-1.498333369942568,29,28
-1.8254870177804057,29,29
-2.5469662976205183,29,30
-6.341743099084457,29,31
-12.139389011495023,29,32
6.8183391250970775,30,3
2.832835699407619,30,4
9.451219817344192,30,5
8.035380421959026,30,6
6.622094427380008,30,7
5.308133065958416,30,8
4.870326119043278,30,9
2.3840878754777273,30,10
12.086887270002777,30,11
11.378228017114964,30,12
18.685646785295656,30,13
17.591186885457127,30,14
19.51872556309156,30,15
21.518938767815825,30,16
20.475359613403185,30,17
19.412834554816047,30,18
17.585750049297243,30,19
17.47092107314196,30,20
3.5831395764200606,30,21
2.18080967070239,30,22
2.277005608950474,30,23
1.1037389858691262,30,24
0.3096224560897966,30,25
-0.8487774159427599,30,26
-0.7953862428866827,30,27
-1.4315818242748615,30,28
-1.7569341878912523,30,29
-2.5469662976205183,30,30
-6.341743099084457,30,31
-12.139389011495023,30,32
5.24752478676331,31,3
1.4448489782312015,31,4
8.249203105401579,31,5
7.299256759497727,31,6
6.458820973130083,31,7
5.109654222083568,31,8
4.409300446912755,31,9
1.9388914187364716,31,10
11.633688319002221,31,11
11.014007150840678,31,12
18.330019888446447,31,13
17.198321941905636,31,14
19.104636203005548,31,15
21.549616544982637,31,16
20.205849554520892,31,17
18.986937020404294,31,18
17.278777038262195,31,19
17.26894601562383,31,20
3.405933591190864,31,21
2.0170516696180294,31,22
2.120550059106685,31,23
1.0043084355056524,31,24
0.22795783446274992,31,25
-0.9209647778791124,31,26
-0.8516347594424836,31,27
-1.484260121467155,31,28
-1.8084460048563766,31,29
-2.597228693727906,31,30
-6.341743099084457,31,31
-12.139389011495023,31,32
5.065233947621807,32,3
1.785949390816451,32,4
7.884432473357295,32,5
6.908411788175896,32,6
6.196346901972993,32,7
5.427496329473789,32,8
5.835997618740053,32,9
3.289161358888081,32,10
12.872701243705094,32,11
12.339579902325855,32,12
19.70361955804723,32,13
18.647034374584173,32,14
20.538735566133504,32,15
22.015354435374263,32,16
19.901569165719902,32,17
18.738839597517362,32,18
16.894792034044762,32,19
16.865744002816452,32,20
2.7724291804612484,32,21
1.539162524802046,32,22
1.5538432527359118,32,23
0.44981710029129557,32,24
-0.2973240439204013,32,25
-1.4098250962090217,32,26
-1.2960207262075019,32,27
-1.8890159297199076,32,28
-2.15776671276242,32,29
-2.946161037618835,32,30
-6.684949996461756,32,31
-12.139389011495023,32,32
4.356518805287624,33,3
0.37297381654279005,33,4
3.8234002828253666,33,5
2.5944690370580825,33,6
2.2604549130440534,33,7
4.434901680896669,33,8
5.104273652066625,33,9
2.7174080543999706,33,10
11.955168301759018,33,11
11.408479611640079,33,12
18.771572279965888,33,13
17.689797049072283,33,14
19.490270947202298,33,15
21.116775140989454,33,16
19.16705339353402,33,17
18.1505109398908,33,18
16.17156300801473,33,19
16.171855144302437,33,20
2.1621375118432944,33,21
1.0976596638750031,33,22
1.0897243587050762,33,23
-0.039995152080412544,33,24
-0.7895753273160713,33,25
-1.9072511942757968,33,26
-1.796757105197831,33,27
-2.3967768482434177,33,28
-2.663356503140224,33,29
-3.4429535559292272,33,30
-7.155478044549902,33,31
-13.568249768649405,33,32
